doc_id,sentence_id,text,n_chars,prediction,audio_path,source
68c4bac8-23c3-4d06-8538-7d507e0dde5c,7fc14a06-6d93-47c3-9e1e-ef9452172b41,A matsayinta na mace mai juriya rike da danta ganin cewa ɗan yana da zazzabi sai yaron ya fara karkarwa lokaci daya yaron yana shidewa kuma baya cikin hayyacinsa wane irin rashin lafiya ne ke damun ɗan wannan uwa mai shayarwa kuma wane irin kulawa za a iya ba wa wannan yaron?,276,"The child is likely experiencing a febrile convulsion, a type of seizure triggered by a sudden high fever that is commonly caused by locally endemic infections such as malaria. For immediate first aid, the mother should safely place the child in a side-lying recovery position to keep the airway clear and prevent choking. She must avoid restraining the child's movements or forcing anything, such as spoons or liquids, into the child's mouth during the episode. To help lower the temperature, she should loosen the child's clothing and can administer an antipyretic like paracetamol only after the child has regained full consciousness. Finally, it is critical to rush the child to a healthcare facility immediately for a proper medical evaluation to rule out severe conditions like cerebral malaria or meningitis and to initiate targeted treatment.","{""recorded_audio_path"": ""http://speech-app.s3.amazonaws.com/static/audio/uploads/7fc14a06-6d93-47c3-9e1e-ef9452172b41/7eec717f21a1c86f91871ad1224155d1_sQjbT7Mo.wav"", ""uploaded_audio_path"": """", ""image_path"": """", ""video_path"": """", ""pdf_path"": """"}",audio__gemini-3.1-pro-preview
14228d42-72f5-4910-a395-6bc879d0dfdf,a63919fd-9ef5-4aed-a4e1-cd7d8d969072,Likita na kawo yarona mai shekaru 5 da watanni biyu wanda yake fama da wannan rashin lafiyar kimanin watanni biyu yanzu wanda yake samun wahalar numfashi da daddare kuma yana tari a kowane lokaci wannan tarin ya zama mai dorewa na saya masa wani. Maganin tarin TB da ake kira totolin shra ya shanye kwalba daya amma tarin bai gushe ba kuma har yanzu yana samun wahalar numfashi da dare na yi masa gwajin TB amma suka fada mini cewa ba ya da cutar TB likita me zai sa yaro me? Shekaru 5 ya kasance yana da tari mai dorewa kuma me zai sa yaro mai shekaru 5 ya kasance yana da wahalar numfashi da dare.,599,"A persistent two-month cough and nocturnal difficulty breathing in a five-year-old, especially with a negative TB test, strongly suggests childhood asthma. Asthma frequently causes symptoms to worsen at night due to natural changes in lung function and increased airway hyperresponsiveness while sleeping. Other potential causes in our environment include chronic allergic rhinitis with post-nasal drip or an unresolved atypical respiratory infection. Over-the-counter cough syrups are ineffective for asthma or severe allergies because they do not treat the underlying airway inflammation. I strongly advise bringing the child to the clinic for a thorough chest examination to check for wheezing, which will allow us to start targeted treatments like bronchodilators or inhaled corticosteroids.","{""recorded_audio_path"": ""http://speech-app.s3.amazonaws.com/static/audio/uploads/a63919fd-9ef5-4aed-a4e1-cd7d8d969072/257d2afc812978432b1a95175d684c0e_ZE1OTSbz.wav"", ""uploaded_audio_path"": """", ""image_path"": """", ""video_path"": """", ""pdf_path"": """"}",audio__gemini-3.1-pro-preview
7e2cbea6-ca14-475e-8449-e25cdd46b6e4,d182777f-49f4-4994-bc78-e29c438aa434,Na lura cewa kanwata wadda take yawan dariya da farin ciki kuma tana wasa da ƙawayenta ta canza kwatsam. Yanzu kullum tana zama ita kaɗai a dakinta. Ta daina shiga hira da mutane kuma ba ta ƙara sha'awar abubuwan da take jin daɗin su a da ba. Na kuma lura cewa ko a gida ba ta son cin abinci tare da mu. Tana kama da mutum mai baƙin ciki ko kuma mai gajiya a kowane lokaci. Me zai iya sa ta fara guje wa ƙawayenta kwatsam? Shin hakan na iya zama alamar baƙin ciki damuwar rai ko kuma fargaba? Ta yaya za mu iya taimaka mata domin ta sake samun farin ciki? Wadanne alamomin haɗari ya kamata mu kula da su? Shin ya dace ta ga mai ba da shawara ko ƙwararren masani kan lafiyar kwakwalwa da tunani?,694,"Based on your description, your sister's sudden social withdrawal, persistent sadness, fatigue, and loss of interest in activities she once enjoyed (anhedonia) are classic clinical signs of depression, potentially accompanied by anxiety. In our community practice, such sudden behavioral changes in young people can be triggered by hidden trauma, severe stress, or underlying biological factors that require compassionate attention rather than stigma. You can help her by maintaining a non-judgmental, supportive presence, gently encouraging her to talk without forcing her, and ensuring she feels loved and safe. The critical danger signs you must closely watch out for include expressions of hopelessness, severe changes in sleep patterns, and any mention or signs of self-harm and suicidal thoughts. It is highly appropriate and strongly recommended that you take her to see a mental health professional or counselor for a proper psychological evaluation and therapy before her condition worsens.","{""recorded_audio_path"": ""http://speech-app.s3.amazonaws.com/static/audio/uploads/d182777f-49f4-4994-bc78-e29c438aa434/d558448a96a41a3dd0c66bbce3ea1a72_sgi4ladJ.wav"", ""uploaded_audio_path"": """", ""image_path"": """", ""video_path"": """", ""pdf_path"": """"}",audio__gemini-3.1-pro-preview
370a8223-6a12-446c-98d5-c501e45e9a13,b6e70ad8-cfd6-474a-a8ec-ded36b40d12f,Barka da yamma na zo ne saboda ƙannena na lura cewa idanunsu da fatarsa suna da wani canjin launi farf ko kala gy kuma wannan abin yana faruwa kusan kwanaki 3 yanzu jikinsu kuma yana da zafi sosai yana ƙonewa. ma da zazzabi kuma ba zai iya cin abinci ba sa iya tsayar da komai a ciki ba sa iya tsayar da komai a ciki a gaskiya suna rawa ko sun yi laka sosai domin kansa yana tsarawa kansa yana ciwo kuma jikinsa yana ƙonewa da zafi Mun yi ƙoƙarin amfani da wasu abubuwa a gida mun ba su amma duk da haka babu wani canji ko kadan a yanayinsu idanunsa da fatarsa da ke da wancan launin farfari ko kalan kwai bai tsaya ba wancan launi na kalan kwai sai daɗa ƙaruwa yake. rana bayan rana kuma ba su da kwanciyar hankali ba su da natsuwa suna cikin wahala Allah ya kiyaye suna cikin wahala sosai da gaske shi ya sa na zo asibiti domin mu san abin da za mu yi matakan da muke buƙatar ɗauka yadda jikin ƙanne na fatarsu. Da idanunsu da ke juyawa zuwa kalan kwai zai tsaya kuma za su sami sauƙi,986,"The symptoms you describe—rapidly progressive yellowing of the eyes and skin (jaundice), high fever with shivering, severe headache, persistent vomiting, and extreme weakness over three days—are highly suggestive of Severe Malaria, though Yellow Fever or acute Viral Hepatitis must also be ruled out. In our environment, severe malaria frequently causes these signs because the parasite destroys red blood cells and affects liver function, leading to the yellow discoloration, while the high fever and vomiting cause severe dehydration. You made the right decision bringing your siblings to the hospital, as home remedies are ineffective and delay life-saving treatment for such acute conditions. We will immediately conduct a rapid diagnostic test (RDT) and blood smear for malaria, along with blood tests to assess their liver function and hemoglobin levels. Following the results, we will likely admit them to begin administering intravenous fluids for dehydration and appropriate medications, such as IV Artesunate, to clear the infection and ensure a safe recovery.","{""recorded_audio_path"": ""http://speech-app.s3.amazonaws.com/static/audio/uploads/b6e70ad8-cfd6-474a-a8ec-ded36b40d12f/8d634ce8fa41801b00291bde9befd6bd_gZzjM177.wav"", ""uploaded_audio_path"": """", ""image_path"": """", ""video_path"": """", ""pdf_path"": """"}",audio__gemini-3.1-pro-preview
97eb7c4b-0db7-4dbd-bc74-6d6ab645dbd2,e812f6be-c9cf-4748-9b11-b6895ccea4b8,Wani ɗan'uwana ya kawo yaronsa mai shekara bakwai bayan kare ya cije shi da kare ya cije shi sai suka kai shi wurin mai maganin gargajiya a can aka yi masa yanka a wajen cizon sannan aka shafa masa a porogajiya amma yanzu wajen da kare ya cije shi ya fara fitar da majina kuma ya kumbura mun ba su shawarar su kai yaron asibiti. Don Allah? Wane irin gwaje-gwaje ne za a iya yi wannan yaro? Shin zai iya kamuwa da cutar hauka ta kare saboda cizon ko da yake kare da ya cije shi yana kamu da lafiyarsa ba ta da matsala kuma wane irin magani ne wannan ƙaramin yaro yake buƙata. A yi la'akari da cewa cizon karen bai haifar masa da wata ƙarin mummunar rauni a jikinsa ba.,667,"The swelling and pus at the bite site indicate a severe secondary bacterial infection, likely exacerbated by the unsterile traditional scarification and herbal applications. The child urgently requires a wound swab for culture and sensitivity, as well as a complete blood count to evaluate the extent of the bacterial infection. He is absolutely at risk of contracting rabies even if the dog appears healthy, as dogs can shed and transmit the virus during the incubation period before showing clinical signs. Treatment must include thorough medical wound cleaning, broad-spectrum antibiotics to target both canine oral flora and skin pathogens, and a tetanus toxoid booster. Crucially, the boy must be administered a full course of Rabies Post-Exposure Prophylaxis (rabies vaccine) immediately, as rabies is endemic in our region and uniformly fatal once symptoms develop.","{""recorded_audio_path"": ""http://speech-app.s3.amazonaws.com/static/audio/uploads/e812f6be-c9cf-4748-9b11-b6895ccea4b8/60ce1dbc0820944843e30004be1c0e9c_80YtVHFN.wav"", ""uploaded_audio_path"": """", ""image_path"": """", ""video_path"": """", ""pdf_path"": """"}",audio__gemini-3.1-pro-preview
c5c004c5-33c3-4e35-8dff-b3fd2f735601,bc309a6a-4722-43eb-b56f-6b2c3f7bedbb,Wata mata ta lura cewa mijinta yana yin tari mai tsanani sosai da safe idan sun farka tun suna kwance a kan gado. Tarin yana farawa ba zato ba tsammani kuma yana ɗaukar lokaci mai tsawo kafin ya tsaya. Bayan wani lokaci ta kuma lura cewa mijinta yana fama da wahalar numfashi. Idan ya yi ɗan tafiya kadan ko ya hau matakala sai ya tsaya domin ya daidaita numfashinsa kuma yana gajiya cikin sauri. Wata rana bayan mijinta ya yi dogon tari yana ta ƙoƙarin samun numfashinsa daidai matar ta fara damuwa. Ta fara tunanin ko wata cuta ce ke haddasa duk waɗannan matsaloli. Washegari ta yi magana da mijinta suka yanke shawarar zuwa asibiti domin likita ya duba shi kuma a gano ainihin abin da ke damunsa. Tambayar ita ce menene zai iya sa tari ya kasance mai tsanani haka? Tare da yawan gajiya da wahalar numfashi a duk lokacin da tarin ya taso. Shin wannan matsala tana da alaƙa ne kawai da cututtukan huhu ko cututtukan zuciya Watuttuka ko matsaloli ne za su iya jawo mutuwa ko kuma su sa mutum ya shiga matsananciyar wahalar numfashi har ya buƙaci kulawar gaggawa? Kuma waɗanne alamomin haɗari ne game da tari da wahalan n! fashi da ya kamata iyali su lura da su domin a garzaya da mara lafiyan zuwa asibiti.,1206,"The severe morning cough, exertional shortness of breath, and fatigue described strongly suggest underlying chronic cardiopulmonary conditions such as Chronic Obstructive Pulmonary Disease (COPD), pulmonary tuberculosis (which is highly endemic in our region), poorly controlled asthma, or congestive heart failure. These symptoms are not exclusive to lung diseases; cardiac issues like heart failure frequently cause a persistent cough and breathlessness, particularly when lying down, due to fluid backing up into the lungs. Life-threatening conditions that can rapidly cause severe respiratory distress or death include acute heart failure (pulmonary edema), severe asthma or COPD exacerbations, pulmonary embolism, and overwhelming pneumonia. The family must immediately rush him to the emergency room if they notice danger signs such as coughing up blood, bluish discoloration of the lips or fingers (cyanosis), confusion, severe chest pain, or an inability to speak in full sentences due to breathlessness. A prompt clinical evaluation, including imaging and cardiac tests, is crucial to differentiate between a respiratory and cardiac origin and to initiate appropriate life-saving management.","{""recorded_audio_path"": ""http://speech-app.s3.amazonaws.com/static/audio/uploads/bc309a6a-4722-43eb-b56f-6b2c3f7bedbb/41015be307ca19df0bd1fe64fb8b6c2d_YryzAHsg.wav"", ""uploaded_audio_path"": """", ""image_path"": """", ""video_path"": """", ""pdf_path"": """"}",audio__gemini-3.1-pro-preview
574a1004-583d-4958-8b26-c146fbcf3619,85ce95fb-d8df-41dd-9306-4a8e9c31d95e,Ni matar aure mai shekaru 35 don Allah na kawo jaririna mai watanni 5 domin a bincika shi kuma a ba ni shawara na koma bakin aiki amma abin mamaki kusan kwanaki 3 da suka wuce na lura. cewa jaririna yana yin tari akai-akai mun gwada duk abin da za mu iya tunani a kai don tsaida tarin amma ina iya ganin cewa tarin bai ɓace ba yawanci ba na zama a gida lokacin da na fita da safe ba na dawowa sai wajen ƙarfe shi. na yamma mahaifiyata tana zama a gida tare da jaririn duk lokacin da na sami damar yin kira ina yi kuma ina tambaya game da tari sai su ci gaba da gaya mani cewa jaririn yana nan yana tari jaririn yana da watanni 5 ba. Ba ya sake shan nono kaɗai domin na koma bakin aiki na ba shi nono na tsawon watanni 3 kuma bayan haka na fara ba shi wasu abinci da nono da sauran sauran abincin jarirai da na sani abin da ya fi ba da mamaki shine tun dare numfashinsa bai kasance daidai ba ya numfashi da kyau kuma hancinsa ya toshe gaba ɗaya Mahaifiyata ma ta ce lokacin da take yi masa wanka da safen nan sai da ta yi amfani da ɗan ruwan zafi a kewayon hancinsa da kirjinsa saboda tarin ya yi tsanani matsalar numfashin ma ta fara ba ya sake yin numfashi yadda ya kamata kuma numfashinsa ba shi da tsari. da walwala kuma yanzu don Allah tambayata ita ce menene zan iya amfani da shi don shi domin tsaida tarin kuma game da numfashin da ba shi da tsarki kuma me zan iya yi menene zan iya amfani da shi don shi? Kuma waɗanne matakai zan iya ɗauka yadda zai rika yin numfashi yadda ya kamata kuma babu abin da zai toshe numfashinsa?,1532,"Based on your description, your five-month-old baby is experiencing acute respiratory distress, likely due to a lower respiratory tract infection such as bronchiolitis or pneumonia, which are common when exclusive breastfeeding is stopped early. The combination of a persistent cough, a completely blocked nose, and labored, noisy breathing are serious clinical danger signs that require an immediate in-person medical evaluation. Please do not administer over-the-counter cough syrups or traditional remedies, as they are unsafe for infants and will not resolve the underlying airway inflammation or infection. You must bring the baby to the nearest hospital or primary healthcare center right away so a doctor can assess his oxygen levels and listen to his chest. While preparing to go to the hospital, you may use normal saline nasal drops to gently help clear the nasal congestion, but do not delay seeking urgent professional care.","{""recorded_audio_path"": ""http://speech-app.s3.amazonaws.com/static/audio/uploads/85ce95fb-d8df-41dd-9306-4a8e9c31d95e/b083beb2a28e1ae0334f0a3869026658_1icvtqNz.wav"", ""uploaded_audio_path"": """", ""image_path"": """", ""video_path"": """", ""pdf_path"": """"}",audio__gemini-3.1-pro-preview
df8ddda4-16fc-4657-a221-d5ff74566b9d,3738bfc6-eb00-4708-b581-d46b8ca42ed9,Wata uwa mai shayarwa ta lura cewa ɗanta yana tare sannan ta yi zargin cewa jikin yaron yana yin zafi a wasu lokuta. Ta ci gaba da cewa sa'o'i kaɗan da suka gabata ta gaba ɗaya jikin yaron ya yi ƙarfi ya yi kame sannan ta suma. Ta kuma lura cewa kumfa ko ruwa yana fita daga bakinsa kuma yaron ya daina iya haɗiye abinci ko abin. Shin Sha yanzu tana tambayar likita ko irin wannan ciwo yana da magani wace irin cuta ce yake kamu da ita sannan tana tambaya ko za a iya ba yaron allura ko kuma a yi amfani da magungunan gargajiya wajen magance wannan ciwo ta kara da cewa a unguwan da ta fito idan irin wannan ciwo ya kama yaro abin da suka fi amfani da shi shine maganin gargajiya abbo da kuma sabulun? Garga jiya.,713,"Based on the symptoms described, the child is experiencing a severe seizure (convulsion) likely triggered by a high fever from a serious underlying infection such as malaria, pneumonia, or meningitis. This is a life-threatening medical emergency, but it is highly treatable and curable if proper medical care is sought immediately. You must absolutely avoid using traditional concoctions like ""agbo"" or herbal soaps, as they cannot treat the root infection, often cause severe liver or kidney toxicity in infants, and will fatally delay life-saving treatment. Please rush the child to the nearest hospital immediately, where doctors will safely administer fast-acting injectable medications to stop the seizures, control the fever, and eliminate the infection. Meanwhile, do not force food or drinks into the child's mouth since they cannot swallow, as this can cause choking and fatal lung complications.","{""recorded_audio_path"": ""http://speech-app.s3.amazonaws.com/static/audio/uploads/3738bfc6-eb00-4708-b581-d46b8ca42ed9/63c081bf312214f88760b9b70610419f_EKzAbbUj.wav"", ""uploaded_audio_path"": """", ""image_path"": """", ""video_path"": """", ""pdf_path"": """"}",audio__gemini-3.1-pro-preview
e85e604e-b057-40c8-8802-d67191da554e,351739c4-2edf-4b46-ba83-e74965a37084,"Wata mata mai juna biyu ta zo asibiti da yammacin yau. Ta bayyana cewa mijinta yana yawan yi mata ihu kuma sau da yawa yana dukanta. Tace hakan ya sa ta shiga cikin tsananin tsoro sau da yawa idan ta ji cewa mijinta yana dawowa gida ko kuma lokacin da ita zata koma gida ya yi sai tsoro ya kama saboda tana jin zai iya dukanta ko ya zage ta. Ta kuma lura cewa zuciyarta tana bugawa. ba da sauri sosai ta je aka duba mata hawan jini aka gaya mata cewa hawan jininta ya yi sama. Ta ce ta nemi taimako daga iyayenta ta kuma bayyana musu halin da take ciki. Saboda haka iyayenta suka ba ta maganin gargajiya a gbo amma bayan ta yi amfani da shi ba ta ga wani sauƙi ba. Yanzu tana son ta san me zata iya yi domin kada tsoro ya ringa mamaye ta duk lokacin da za ta koma gida. kuma idan ta ji cewa mijinta yana dawowa wane irin taimako ko abin da za ta iya yi ne zai taimaka mata ta dawo da kwanciyar hankali, natsuwa da lafiyar zuciyarta da tunaninta?",945,"Your rapid heartbeat, high blood pressure, and severe anxiety are direct physiological ""fight-or-flight"" responses to the intense trauma of Intimate Partner Violence (IPV). You must immediately stop taking the traditional ""agbo"" concoction, as unstandardized herbal remedies during pregnancy can cause severe organ toxicity or fetal harm and cannot cure stress-induced hypertension. Because IPV during pregnancy significantly increases the risk of dangerous medical complications like preeclampsia and maternal mortality, your most urgent medical intervention is securing your physical safety. I strongly advise you to speak with our hospital's medical social workers or a local Gender-Based Violence (GBV) support center to create an emergency safety plan and find secure housing away from your abuser. Once you are in a safe environment, obstetricians can properly manage your blood pressure with safe medications, and you can begin trauma counseling to restore your mental health and peace of mind.","{""recorded_audio_path"": ""http://speech-app.s3.amazonaws.com/static/audio/uploads/351739c4-2edf-4b46-ba83-e74965a37084/2694f806ddf8a1a3d9522529c69f32f6_vvQfPKle.wav"", ""uploaded_audio_path"": """", ""image_path"": """", ""video_path"": """", ""pdf_path"": """"}",audio__gemini-3.1-pro-preview
ab0fb3f9-f816-43c3-87ab-0f8030f693cb,78a4b4c4-f322-4866-848a-cd532d79e49a,Barka da yamma likita don Allah na kawo jaririna asibiti ne saboda na lura cewa yadda yake numfashi yana yin wani sauti kamar iska ce take ratsawa ta wani karamin rami yana sauti kamar hucin fuka haka kuma yana sauti kamar mutum. Mutumin da yake hura busa kuma yana ƙoƙarin yin numfashi yadda ya kamata na kuma lura cewa kusan kwanaki 3 yanzu yawanci yana yin tari da dare wani lokacin ina lura kirjinsa yana shiga da fita sosai kamar yana yin wani ƙarin na. aiki ne kawai don ya yi numfashi na kuma lura cewa baya iya sake cin abinci da kyau kamar dama duk lokacin da yake son cin abinci sai ya dakatar ya ja numfashi yanayi bai ba shi damar cin abinci yadda ya kamata ba Kusan kwanaki 3 yanzu na riga na kai shi wurin masu sayar da magunguna shagon magani na patent a unguwar mu kuma sun ba ni wasu magungunan tari don shi saboda yana yin tari kadan ko da yake tarin bai tsananta ba amma duk da duk magungunan da ya sha na lura. bai yi aiki ba numfashinsa ya kasance hakan kuma har yanzu ba zai iya cin abinci da kyau ba don Allah wane irin yanayi ne yake damun jaririna da wannan numfashi mai kama da busa haka kuma shin yana buƙatar hoton kirji don gano abin ne? da yake damunsa da kuma dalilin da ya sa kirjinsa yake yin sama da ƙasa wane irin maganin zan iya ba wa wannan yaro a gida don taimakawa wajen sauƙaƙa numfashinsa yadda zai yi numfashi da kyau shin akwai wasu magunguna ko? wasu matakai daban da zan iya ɗauka don wannan yaro?,1442,"The symptoms of a whistling sound while breathing, a nighttime cough, chest indrawing, and an inability to feed strongly suggest your infant has acute bronchiolitis or severe pneumonia. The whistling sound, known as wheezing, is caused by inflamed and narrowed lower airways, while the chest indrawing indicates severe respiratory distress as the baby works harder to breathe. A chest X-ray is typically not required because the diagnosis is primarily clinical, though it might be requested later to rule out other complications. Since the infant is struggling to breathe and cannot feed, this is a medical emergency that absolutely cannot be managed at home with over-the-counter medications. You must take your baby to the hospital immediately for urgent admission, where they can receive life-saving treatments such as oxygen therapy and appropriate medical care.","{""recorded_audio_path"": ""http://speech-app.s3.amazonaws.com/static/audio/uploads/78a4b4c4-f322-4866-848a-cd532d79e49a/8c3e01f974c2681755f5dfcfd89aa6a1_UhEqBmov.wav"", ""uploaded_audio_path"": """", ""image_path"": """", ""video_path"": """", ""pdf_path"": """"}",audio__gemini-3.1-pro-preview
